bar,equity
0,1000.0
1,1000.0
2,1000.0
3,1000.6043111123101
4,1000.0453233334233
5,998.6724040251437
6,996.7650470769148
7,998.4533412469312
8,996.2740442981628
9,994.2307173496641
10,992.7841476245717
11,992.7841476245717
12,995.5952056100623
13,997.7673867806685
14,996.817589915874
15,995.2970630964496
16,990.1690118623125
17,988.2310855238304
18,988.2310855238304
19,988.2310855238304
20,993.4276579633325
21,991.5194084117777
22,991.8303508610265
23,992.1583312527
24,1001.1075105112197
25,1012.6720139319152
26,1018.7247429782534
27,1023.5528699128237
28,1025.2886102973296
29,1021.482759908235
30,1025.4483410075602
31,1028.9134325481625
32,1025.3205564393757
33,1032.6404824535432
34,1024.3174475791275
35,1031.5841300232182
36,1032.8555864766538
37,1033.3986708914379
38,1039.6941906173265
39,1029.6993076424972
40,1027.0946321943368
41,1037.0660879983325
42,1028.470446045123
43,1030.8216820997175
44,1029.4330897921127
45,1020.1175947714643
46,1020.1175947714643
47,1018.5109245249586
48,1018.5109245249586
49,1016.8911854022729
50,1016.8911854022729
51,1018.8736766754574
52,1017.6744518930279
53,1016.7963177217156
54,1019.250714893057
55,1015.5192527911365
56,1015.5192527911365
57,1017.7202003415036
58,1017.9224639616099
59,1012.253759871789
60,1016.6317027017211
61,1019.7508206328338
62,1013.2943529699675
63,1018.1460184890958
64,1013.8066654287893
65,1009.4140851000337
66,1009.4140851000337
67,1009.4140851000337
68,1009.4140851000337
69,1009.4140851000337
70,1009.4140851000337
71,1009.4140851000337
72,1009.4140851000337
73,1009.4140851000337
74,1009.4140851000337
75,1009.4140851000337
76,1009.4140851000337
77,1009.4140851000337
78,1009.4140851000337
79,1009.4140851000337
80,1009.4140851000337
81,1009.4140851000337
82,1009.4140851000337
83,1009.4140851000337
84,1009.4140851000337
85,1009.4140851000337
86,1009.4140851000337
87,1009.4140851000337
88,1009.4140851000337
89,1009.4140851000337
90,1009.4140851000337
91,1009.4140851000337
92,1009.4140851000338
93,1014.5154396925197
94,1013.8061265772392
95,1016.2459736992196
96,1015.2595851482827
97,1015.1772541616876
98,1011.9346799204055
99,1007.0328196415921
100,1007.0328196415921
101,1007.0328196415921
102,1007.0328196415921
103,1007.0328196415921
104,1007.0328196415921
105,1007.0328196415921
106,1007.0328196415921
107,1007.0328196415921
108,1007.0328196415921
109,1007.0328196415921
110,1007.0328196415921
111,1007.0328196415921
112,1007.0328196415921
113,1007.0328196415921
114,1007.0328196415921
115,1007.0328196415921
116,1006.9611579557991
117,1002.4757878950231
118,1002.4757878950231
119,1002.4757878950231
120,1002.4757878950231
121,1002.4757878950231
122,1002.4757878950231
123,1002.4757878950231
124,1002.4757878950231
125,1002.4757878950231
126,1002.4757878950231
127,1002.4757878950231
128,1002.4757878950231
129,1002.4757878950231
130,1002.4757878950231
131,1002.4757878950231
132,1002.4757878950231
133,1002.4757878950231
134,1002.4757878950231
135,1002.4757878950231
136,1002.4757878950231
137,1002.4757878950231
138,1002.4757878950231
139,1002.4757878950231
140,1002.4757878950231
141,1002.4757878950231
142,1002.4757878950231
143,1002.4757878950231
144,1002.4757878950231
145,1002.4757878950231
146,1002.4757878950231
147,1002.4757878950231
148,1002.4757878950231
149,1002.4757878950231
150,1002.4757878950231
151,1002.4757878950231
152,1002.4757878950231
153,1002.4757878950231
154,1002.4757878950231
155,1002.4757878950231
156,1002.4757878950231
157,1002.4757878950231
158,1002.4757878950231
159,1002.4757878950231
160,1002.4757878950231
161,1002.4757878950231
162,1002.4757878950231
163,1002.4757878950231
164,1002.4757878950231
165,1002.4757878950231
166,1002.4757878950231
167,1002.4757878950231
168,1002.4757878950231
169,1002.4757878950231
170,1002.4757878950231
171,1002.4757878950231
172,1002.4757878950231
173,1002.4757878950231
174,1002.4757878950231
175,1002.4757878950231
176,1002.4757878950231
177,1002.4757878950231
178,1002.4757878950231
179,1002.4757878950231
180,1002.4757878950231
181,1002.4757878950231
182,1002.4757878950231
183,1002.4757878950231
184,1002.4757878950231
185,1002.4757878950231
186,1002.4757878950231
187,1002.4757878950231
188,1002.4757878950231
189,1002.4757878950231
190,1002.4757878950231
