bar,equity
0,1000.0
1,1004.2656386021639
2,1003.0468847158314
3,1008.9404302947395
4,1010.9339634373833
5,1010.9165526675786
6,1009.7152095510509
7,1009.4453426190772
8,1006.4332794428553
9,1004.8401940057206
10,1002.8466608630767
11,1002.8466608630767
12,1000.2426695334786
13,1002.7051395951638
14,1004.0731785183223
15,1006.27147554657
16,1002.5824878296393
17,998.2141980267265
18,998.2141980267265
19,1003.6847841868079
20,1001.8663067928751
21,1003.4423205342836
22,1004.9375130581839
23,1006.9782488002642
24,1012.3023465036121
25,1012.2871925253293
26,1015.6362217258225
27,1014.7067777244789
28,1014.1309265497335
29,1017.0606956844032
30,1018.3538351645332
31,1021.6169918214239
32,1018.0709609032548
33,1015.8584800739698
34,1012.5448101561365
35,1016.5707170532601
36,1018.4649643386068
37,1020.8997035160392
38,1023.400109932697
39,1024.0214230422907
40,1024.082038955422
41,1026.4814188501944
42,1024.0113203901021
43,1027.9715600480004
44,1026.082364088748
45,1007.9834626930215
46,1007.9834626930215
47,1007.9834626930215
48,1007.9834626930215
49,1007.9834626930215
50,1007.9834626930215
51,1007.9834626930215
52,1007.977317790571
53,1005.8634713475797
54,1008.1401577055107
55,1011.5659408216958
56,1016.5525291603221
57,1017.6309595403948
58,1017.8429586749389
59,1013.4094115568626
60,1014.5953777298199
61,1015.4187946581944
62,1010.4660032830461
63,1011.8055920172675
64,1007.3505377406143
65,1007.3505377406143
66,1007.3505377406143
67,1008.4316110686495
68,1008.7171776081307
69,1001.0680738720325
70,1001.0680738720325
71,1001.0680738720325
72,1001.0680738720325
73,1001.0680738720325
74,1001.0680738720325
75,1001.0680738720325
76,1001.0680738720325
77,1001.0680738720325
78,1003.1868469099162
79,1004.885518397185
80,1003.4676756638598
81,1004.0087847263367
82,1005.0910028512901
83,1005.4037958536501
84,1005.9175069889129
85,1005.0316406756598
86,1004.7348297975079
87,1006.817072265773
88,1007.5294183733374
89,1004.1731722896207
90,1003.6777264391674
91,1002.8306738561341
92,999.4378972027987
93,999.4378972027987
94,999.4378972027987
95,1002.8766341990986
96,1005.5028772511653
97,1007.4397315020644
98,1007.4315244925268
99,1005.5562228131604
100,1004.6985903164698
101,1000.5048084427009
102,1000.5048084427009
103,1000.5048084427009
104,1004.326450455423
105,1002.2938614437546
106,1002.1065260509743
107,1006.3824563911891
108,1007.4877352085939
109,1006.1061366868378
110,1003.2118048683791
111,1004.673020932067
112,1004.1110147537255
113,991.0724714162028
114,991.0724714162028
115,991.0724714162028
116,991.2579352705029
117,994.0051186123233
118,996.1495444276682
119,996.0413571793265
120,994.9401655444196
121,993.2671270254207
122,996.0413571793265
123,991.439535294505
124,991.439535294505
125,991.439535294505
126,991.439535294505
127,993.3009672783436
128,992.2283738486317
129,992.0581209232806
130,986.0311673658522
131,986.0311673658522
132,986.0311673658522
133,986.0311673658522
134,986.0311673658522
135,986.0311673658522
136,982.209401168365
137,982.209401168365
138,982.209401168365
139,980.071071338275
140,978.2834728559774
141,978.2834728559774
142,978.2834728559774
143,978.2834728559774
144,978.2834728559774
145,978.2834728559774
146,978.2834728559774
147,978.2834728559774
148,978.2834728559774
149,978.2834728559774
150,978.2834728559774
151,978.2834728559774
152,978.2834728559774
153,978.2834728559774
154,978.2834728559774
155,978.2834728559774
156,978.2834728559774
157,978.2834728559774
158,978.2834728559774
159,978.2834728559774
160,978.2834728559774
161,978.2834728559774
162,978.2834728559774
163,978.2834728559774
164,978.2834728559774
165,978.2834728559774
166,978.2834728559774
167,978.2834728559774
168,978.2834728559774
169,978.2834728559774
170,978.2834728559774
171,978.2834728559774
172,978.2834728559774
173,978.2834728559774
174,978.2834728559774
175,978.2834728559774
176,978.2834728559774
177,978.2834728559774
178,978.2834728559774
179,981.7352468248414
180,982.4771298990847
181,980.3135629419819
182,980.2576889029176
183,984.4916994186824
184,985.7830105437251
185,984.2930361686759
186,987.7820594969162
187,994.0275354189976
188,992.6368926689515
189,996.3680368331372
190,996.3680368331372
